train_loss,val_loss,train_f1,val_f1,lr
1.6254725129571606,0.0,0.49268943071365356,0.5342330932617188,0.0001
1.152546032444836,0.0,0.7523159980773926,0.690292239189148,0.0001
0.9917335597887738,0.0,0.8368630409240723,0.8098668456077576,0.0001
0.9200336527360659,0.0,0.8664302825927734,0.846570611000061,0.0001
0.8937105907455462,0.0,0.8802698850631714,0.8596959114074707,0.0001
0.869574693302268,0.0,0.8924416303634644,0.898139476776123,0.0001
0.8625217748793094,0.0,0.8947364091873169,0.8554748892784119,0.0001
0.8521055621808945,0.0,0.8976591229438782,0.9257304072380066,0.0001
0.8440311838546661,0.0,0.9031930565834045,0.8811756372451782,0.0001
0.8413768396361196,0.0,0.9028856158256531,0.9100900292396545,5e-05
0.813218465829332,0.0,0.9160853624343872,0.9388412833213806,5e-05
0.8104321442425114,0.0,0.9154238700866699,0.9420686364173889,5e-05
0.8095984624643348,0.0,0.9149097800254822,0.944571852684021,5e-05
0.8087116190034137,0.0,0.91390460729599,0.9548069834709167,5e-05
0.8094814730386166,0.0,0.9142646193504333,0.9476975202560425,5e-05
0.8008982877095723,0.0,0.919299304485321,0.9368131160736084,5e-05
0.8034049647623669,0.0,0.9171152114868164,0.9244306087493896,5e-05
0.8024272884261417,0.0,0.9181743264198303,0.9449238777160645,5e-05
0.8022908747741778,0.0,0.9195763468742371,0.9450628757476807,5e-05
0.8041299452634371,0.0,0.916587233543396,0.9507805109024048,2.5e-05
