train_loss,val_loss,train_f1,val_f1,lr
1.401479327023984,0.0,0.47424641251564026,0.493169367313385,0.0001
1.132075759959439,0.0,0.6841999292373657,0.5834290385246277,0.0001
1.033512054595167,0.0,0.7618646025657654,0.7423120737075806,0.0001
0.967761990202919,0.0,0.8006523251533508,0.7263846397399902,0.0001
0.9556704674009873,0.0,0.8154679536819458,0.8299362063407898,0.0001
0.9351785287124614,0.0,0.8280150890350342,0.845008134841919,0.0001
0.9097133906434548,0.0,0.8396569490432739,0.8625307679176331,0.0001
0.8980811515852843,0.0,0.843601644039154,0.82015460729599,0.0001
0.8657063633305803,0.0,0.8650872707366943,0.8692229986190796,0.0001
0.8838281796166771,0.0,0.8548834323883057,0.84033203125,5e-05
0.826515000850576,0.0,0.8776334524154663,0.9061114192008972,5e-05
0.8224933768880449,0.0,0.8776848316192627,0.9147940874099731,5e-05
0.8175934759784891,0.0,0.8786497712135315,0.9369603395462036,5e-05
0.8114548580085931,0.0,0.8769727945327759,0.9120678901672363,5e-05
0.8017604235448881,0.0,0.8819794654846191,0.9262529015541077,5e-05
0.7922360287889736,0.0,0.8845764994621277,0.9162538051605225,5e-05
0.796339489383201,0.0,0.8797478675842285,0.9277250170707703,5e-05
0.7960057349649665,0.0,0.8785139322280884,0.9502588510513306,5e-05
0.7846173289609174,0.0,0.8858901262283325,0.9253838062286377,5e-05
0.7828122204344388,0.0,0.8863933086395264,0.9281142950057983,2.5e-05
0.7645289292665586,0.0,0.8894668817520142,0.9464258551597595,2.5e-05
0.7525439472268047,0.0,0.889746904373169,0.967902421951294,2.5e-05
0.7544800724740433,0.0,0.885543942451477,0.9606257081031799,2.5e-05
0.7587820788508695,0.0,0.8829053044319153,0.9576348662376404,2.5e-05
0.7462014068318723,0.0,0.8842530250549316,0.962131679058075,2.5e-05
0.7460295590710585,0.0,0.887374758720398,0.958356499671936,2.5e-05
0.7442728444354212,0.0,0.8821758031845093,0.9617486596107483,2.5e-05
0.7464687194104053,0.0,0.891687273979187,0.9619680047035217,2.5e-05
0.7349153368028405,0.0,0.8855997323989868,0.9691236019134521,2.5e-05
0.7473344514380876,0.0,0.8816547989845276,0.9608170986175537,1.25e-05
0.7299137487837052,0.0,0.8838119506835938,0.9624771475791931,1.25e-05
0.7254827033123108,0.0,0.8823475241661072,0.9665662050247192,1.25e-05
0.7285899987243951,0.0,0.877769947052002,0.9625462293624878,1.25e-05
0.7222515569160132,0.0,0.8860102891921997,0.9708084464073181,1.25e-05
0.7162318115273929,0.0,0.8880618810653687,0.9724223613739014,1.25e-05
0.7139278199498114,0.0,0.8869379162788391,0.9775252342224121,1.25e-05
0.7176190358448084,0.0,0.8883352875709534,0.9756799936294556,1.25e-05
0.7291887421459301,0.0,0.8828192949295044,0.9739536046981812,1.25e-05
0.7158381017244653,0.0,0.8869544267654419,0.9696147441864014,1.25e-05
0.7115280984706955,0.0,0.8814157843589783,0.9737918376922607,6.25e-06
0.7097423659889048,0.0,0.8874475359916687,0.9775382280349731,6.25e-06
0.7138917351512396,0.0,0.8866452574729919,0.9747968316078186,6.25e-06
0.7118374924740202,0.0,0.887559711933136,0.9761118292808533,6.25e-06
0.7060990806848015,0.0,0.8826017379760742,0.9784787893295288,6.25e-06
0.7089958984737266,0.0,0.879252552986145,0.9798433780670166,6.25e-06
0.7014250049806569,0.0,0.8858956098556519,0.978477954864502,6.25e-06
0.6989830020874807,0.0,0.8873535990715027,0.9764939546585083,6.25e-06
0.7100667814027254,0.0,0.8832732439041138,0.979425311088562,6.25e-06
0.706291842276499,0.0,0.8852693438529968,0.9760868549346924,6.25e-06
0.7063219970778415,0.0,0.8807896375656128,0.9764519333839417,3.125e-06
0.7061849720861328,0.0,0.8796452283859253,0.9785652160644531,3.125e-06
0.6995198692214298,0.0,0.8839997053146362,0.974343478679657,3.125e-06
0.7035342324312001,0.0,0.8829002976417542,0.9793668985366821,3.125e-06
0.7090509144303728,0.0,0.880239725112915,0.9789358973503113,3.125e-06
0.7079398666659809,0.0,0.8827604055404663,0.978428065776825,3.125e-06
0.6945939085508103,0.0,0.8879221081733704,0.9770320653915405,3.125e-06
0.6986695790931889,0.0,0.8860519528388977,0.9770532250404358,3.125e-06
0.6876261866474588,0.0,0.8944073915481567,0.9784384965896606,3.125e-06
0.6989820005896435,0.0,0.8823622465133667,0.9760698676109314,3.125e-06
0.6961127343998894,0.0,0.8839759230613708,0.9808127284049988,1.5625e-06
0.6936010676063171,0.0,0.8914307951927185,0.9798610210418701,1.5625e-06
