train_loss,val_loss,train_mae,train_r2,val_mae,val_r2
0.030870681315774227,0.028763960680049477,7.6087982333529816,-0.06034020734047241,6.685471744519031,0.021137773513536073
0.02626613978268081,0.025958236306905746,6.97703398650115,0.10229938685316431,7.277615564586335,0.12276925244818315
0.024432722642619645,0.0210236506254384,6.684335198388085,0.16045480671986234,5.876541260454543,0.2857750116469483
0.022052554051100296,0.02552262789598017,6.267304426771743,0.24570899163253435,7.18001635731927,0.14029152843743897
0.020742660381241153,0.024443107177362297,6.036802583070131,0.293554869904995,6.072986439714972,0.17137459161545987
0.018921462875854878,0.021260085628565514,5.70193831435195,0.35447236366152257,6.355457293082612,0.28430752705016327
0.017590477636069742,0.015018051490187645,5.463233489073791,0.3955868752688634,4.9486324042797545,0.49377417547343705
0.016266783875349255,0.015294636825494694,5.194084121200057,0.4404426908052749,5.013464360598986,0.48382548350039634
0.01501275144716483,0.014887063171375881,4.953846564307227,0.48732337388238256,4.7842692046298305,0.4991504833382805
0.014678097962764383,0.013223675390084585,4.845046798660232,0.5037226611696961,4.582240142235953,0.5542985584040744
0.01215132181212761,0.01229769993347652,4.359397411174602,0.583250638608567,4.605527789860706,0.5865702300164822
0.010838777352060468,0.010256696986316732,4.067347432271139,0.6271192610848666,3.8327328226637314,0.654395953360376
0.010032900511322699,0.00960974031212655,3.9046312587612024,0.6552969579303168,3.8290661290559944,0.6770158049676822
0.009511422692933156,0.008054501786263603,3.764826600129182,0.6776764403609242,3.2955193166888526,0.7292103722433415
0.008725004386199454,0.008055025626989927,3.612611209078952,0.7003492928843554,3.3398200666297524,0.7284257193936378
0.008429837628189503,0.008969922098472263,3.523317918748827,0.7105582629947713,3.5901784338021256,0.6991083285423211
0.007779511141427259,0.006995129286114014,3.4064850847857135,0.7337212620832683,2.984412384766094,0.7646139424372067
0.007002872773019583,0.006698145573450761,3.21159173638971,0.759026951121152,2.9644719122924217,0.7738686508746726
0.006933099639118571,0.006476428486745466,3.17873672347885,0.7614966016158888,2.896928602176487,0.7827348435508594
0.006112488209739157,0.005932243420940005,2.972268825679928,0.7898010257250796,2.865420062077034,0.7995046957465366
0.005104337704282624,0.005316699474033984,2.6961784335299654,0.824557228562249,2.5746757203174484,0.8217948080056964
0.004773572065959905,0.004885277414525097,2.5968067157733907,0.8369288444321499,2.4927329064331643,0.8355514594711204
0.0044309873532020405,0.0049167721899169865,2.4683847270427166,0.8508149845613411,2.521615989384573,0.8345020225469808
0.0041725987858202964,0.00492073389503992,2.438532088912643,0.8567383072125422,2.4287059739962094,0.8349664566464481
0.004040126898503713,0.0044573159521502075,2.379943804583392,0.8620063066702917,2.3560991369681674,0.8500470960053981
0.0038264140536482553,0.004354220349341631,2.318636108490082,0.8685998963589371,2.316887728189987,0.8546916799715247
0.0036347665520072097,0.004520012975924395,2.283271134751695,0.8752619115439809,2.3395324380894786,0.8479814021361531
0.003502784050265256,0.004025248648373015,2.2235732111200557,0.8795495322080645,2.2154848518334935,0.8648774913348389
0.0032730467372239776,0.004138663150087902,2.1421801020075253,0.8891528628498505,2.198643826384824,0.8610726577717338
0.0033929642282767604,0.004075307899973158,2.1737188991054044,0.8840376955751419,2.2475627620671372,0.8631645742233346
0.00279813802104358,0.003483553155974457,1.990686264267197,0.9040759886686659,1.9896520143741605,0.8835914132020286
0.0026848451349926927,0.0032723644134503875,1.9453402251739045,0.9077404779238758,1.906912535228601,0.8907776290765194
0.002537385081136528,0.0032468560913747006,1.8969119175633153,0.9128065764502972,1.8968730417154478,0.8918648800914253
0.0024243374657283985,0.0032907496206462383,1.8504688851754587,0.9173126937038305,1.8999025031537762,0.8898406647980367
0.0023618632743582983,0.0031533005936635714,1.8288014399897945,0.9188379755428814,1.8582680891845,0.894821633917933
0.0024298116820686646,0.0031583786370571365,1.8383006080421243,0.9167504628685674,1.8858294106812343,0.8944854433818117
0.002265198647225887,0.003095861997060252,1.7777916298256264,0.9222609430853637,1.8376568419560002,0.8970464978682915
0.0021189847709575512,0.003129818416765016,1.7273341534588789,0.9272056483955395,1.8479327440948925,0.8957685981096695
0.0020962463645619973,0.0029570164571685546,1.7164967969373182,0.9285477352829377,1.7882556438904103,0.9014124290371166
0.0020911976924336707,0.002921737571754916,1.701122136388097,0.9292039486479998,1.7502038499463877,0.9022785519839319
0.0020269848511177504,0.0027660427678545766,1.6805513417470204,0.9304789285422946,1.7198204073507435,0.9077750702364055
0.001929637485891154,0.0027512792272098136,1.6332777148180895,0.9345049833389778,1.6913168959384006,0.9084567237758407
0.0019154869658047802,0.002877815647728064,1.6157450935432502,0.9341531957853694,1.6935745114666356,0.904037982166432
0.0019056127052967443,0.0027926378251956494,1.591530636624173,0.9384451571235313,1.725578496824882,0.9069121272058615
0.001861229355407893,0.002788079793169869,1.5963231624568905,0.9360863772096195,1.6882297211719406,0.9071512882922466
0.0017335919644648054,0.0026722423905139845,1.5588073629659933,0.9405198385096114,1.644670191461598,0.9109128549580284
0.0017052103666666866,0.0026950319756217527,1.5545904806784323,0.9417566001376869,1.6572743579816864,0.9102565042125541
0.001686879167091528,0.002742597138311601,1.5385287759683512,0.9420178329371917,1.6843977606605727,0.9085882008763145
0.0016143331197552553,0.002662286345818729,1.5165369335094372,0.9455886384861458,1.6462205434280675,0.9112840690203071
0.0016691095048192008,0.0026929895252440915,1.5173938726018499,0.9437260237477886,1.6897939485958513,0.9102445181086807
